id,project_name,activity_type,summary,key_links,referral_links,deadline,required_actions_summary,source_channel,source_message_link,message_timestamp,full_message_text,raw_llm_output,processed_at,needs_review,is_duplicate,suggested_notion_section,perplexity_raw,embedding,identified_project_names,mentions_node_opportunity,summary_embedding,message_focus,is_node_opportunity,mentioned_tickers
ee7a2163-f371-4f21-b245-068c66f314ad,,,"A single pizza emoji, likely indicating the start of a stream or informal discussion, lacking concrete information.",,,,,Don | Invest Blog,https://t.me/c/1423540718/4423,2025-04-16 11:05:25+00,Start🍕,,2025-04-16 11:12:42.047858+00,true,false,,,,,false,,Noise/Advertisement,,
f53b52fd-770e-49be-8309-f34bf65d3244,PAWS,General Update,PAWS token has been listed on Bitget and Bybit exchanges at a price of $0.00027.,[],"[""https://crypton.xyz/news1"",""https://t.me/+QqdwO76YcwFmZmVi"",""https://crypton.xyz/news""]",,,"CRYPTON | Биткоин, DeFi, WEB 3",https://t.me/c/1307909848/15189,2025-04-16 11:01:21+00,"🐾 **Даже** **батон не дали...**

$PAWS наконец добрался до бирж:

▪️ Bitget — $0,00027

▪️ Bybit — $0,00027

__От такого дропа собака с батоном умерла бы с голоду ____🌚__

[**Зарабатываем вместе**](https://crypton.xyz/news1) | [**Чат**](https://t.me/+QqdwO76YcwFmZmVi)** **| [**Экосистема Crypton**](https://crypton.xyz/news)",,2025-04-16 11:12:38.545853+00,true,false,,,,,false,,Project Update,false,
095a37d4-f34d-4df8-94cb-adc42599fae2,Towns,Airdrop Check,"Towns announced its token launch and airdrop, with 10% of the 10 billion total supply allocated for users.  Airdrop criteria will be revealed later, and the token generation event is scheduled for Q2 2024.",[],"[""https://app.towns.com/t/0x58771df303864a906f60f63059d23926ba14c895/""]",End of June 2024,"Join Towns, invite friends, and potentially earn points by interacting with the platform.",CryptoEarn Important,https://t.me/c/1454879562/10217,2025-04-16 10:59:35+00,"**Towns анонсировали токен и аирдроп**

Towns выкатили анонс с планами по запуску токена, а так же раскрыли детали дропа.

Тотал сапплай токенов будет 10 млрд токенов из которых 10% пойдут на дроп для юзеров. Критерии дропа пока не раскрывают, скорее всего они появятся уже по факту после снэпа. ТГЕ запланирован на второй квартал этого года, до конца июня должны провести.

Качаем акки дальше. Если не начали отрабатывать проект, то в принципе время на фарм поинтов еще есть. На борту Framework и a16z, можно рискнуть.

Начните с вступления в наш Town: [**Ссылка на вступление**](https://app.towns.com/t/0x58771df303864a906f60f63059d23926ba14c895/)

Вступайте в другие Towns, гладьте бобра и приглашайте друзей. Чем выше стоимость входа в Town, тем больше очков вы получите. Также очки начисляются за чаевые другим участникам.

Больше по Towns: [**Пост 1**](https://t.me/CryptoEarnImp/9468) /** **[**Пост 2 **](https://t.me/CryptoEarnImp/10015)/ [**Пост 3**](https://t.me/CryptoEarnImp/10211)",,2025-04-16 11:12:34.675797+00,true,false,,,,,false,,Project Update,false,
739ffcc2-f93c-44c2-92b1-4062c9327cf1,,,"The message analyzes the US-China trade war, highlighting the difference in political timelines (US midterm elections vs. China's long-term strategy) as a key factor influencing the conflict's outcome.",,,,,Tom Capital,https://t.me/c/1408008774/7487,2025-04-16 10:54:36+00,"«Китай может ждать 10 лет, чтобы выиграть эту торговую войну

У Трампа есть 1 год до того, как люди проголосуют на промежуточных выборах

Это, вероятно, самый большой пробел в плане Трампа

В Китае нет выборов»",,2025-04-16 11:12:30.278525+00,true,false,,,,,false,,Market Commentary,,[]
38338deb-b159-4371-996c-ea906dc7d4c8,,,"The message analyzes the current crypto market's fragmented nature and increased reflexivity compared to 2021.  Key differences include market fragmentation, high leverage usage, and increased risk awareness among investors. The commentary highlights the role of 'attentionomics' and the rapid shift of attention between assets, leading to short-lived pumps and dumps.  It concludes by advising caution and adaptability in the current market environment.",,,,,Gagarin Crypto,https://t.me/c/1203193046/4780,2025-04-16 10:53:01+00,"**Про рефлексивность на фрагментированном рынке**

Основное отличие сегодняшнего рынка от 2021 (кроме того, что тогда было WAGMI, а сейчас по большей части REKT) — рефлексивность, которая тогда подпитывалась несколькими сильными нарративами (DeFi, NFT), а сейчас распалась на множество мелких сегментов.

Почему мы здесь оказались и что с этим делать? Приводим перевод треда [definapkin](https://x.com/definapkin/status/1906326988614447243). 

📸**Снэпшот рынка**
• TOTAL3 (капитализация рынка без BTC и ETH) сейчас на уровне пика 2021 года.
• Доминация биткоина (BTC.D) составляет около 58% (снизилось с пика 61% в ноябре 2024).
• Общий объём стейблкоинов составляет примерно $215 млрд.
• Ноябрь 2024 — январь 2025 года показали, что альтсезон был, но носил ограниченный характер, затрагивая в основном AI-токены и мемы.

🗂**Рефлексивность в прошлом цикле**
Рефлексивность (ввёл это понятие Сорос) — это явление, когда ожидания инвесторов напрямую влияют на цену активов и наоборот, создавая петли положительной обратной связи. В криптовалюте это усиливается отсутствием чётких методов оценки стоимости, низкой ликвидностью рынка и экономикой внимания («attentionomics») – вирусным продвижением через социальные сети и инфлюенсеров.

В 2021 году рефлексивность была гораздо более концентрированной и менее зависимой от деривативов.

📆**Рефлексивность сегодня**
Сегодня капитал рассредоточен по множеству токенов, а инвесторы чаще используют деривативы, что усиливает волатильность и риск резких коррекций.

Три ключевых отличия текущего цикла:
1. Фрагментация — капитал и внимание распылены по сотням проектов.
2. Высокое использование плеча — рост доли фьючерсов и опционов.
3. Осознанность рисков — после краха LUNA и FTX инвесторы стали осторожнее.

Большинство новых проектов показывают кратковременные взлёты и быстрое падение, напоминая памп-дамп схемы типа Bitconnect. Рынок больше не показывает традиционных альтсезонов, когда весь капитал дружно перетекает из BTC в альты. 

🔔**Attentionomics (экономика внимания)**
В текущем цикле внимание стало главным и наиболее дефицитным активом. Ценность токена часто определяется способностью привлекать внимание в социальных сетях и создавать вирусный эффект.

Типичный цикл attentionomics выглядит так:
1. Вирусный катализатор (мем или событие).
2. Спекулятивный рост.
3. Усиление рефлексивности через социальные сети.
4. Массовое распространение в СМИ и на крупных биржах.
5. Дамп (__этот неизбежный пункт мы добавили сами — прим. Gagarin Crypto__)

🥵**Игра в «горячую картошку»**
Внимание быстро переходит с одного актива на другой, заставляя трейдеров непрерывно перебрасывать капитал между трендами. Часто это выглядит как спекулятивная игра с быстрым входом и выходом.

💪**Роль левериджа**
В отличие от 2021 года, сейчас огромная часть рынка — это маржинальная торговля, что приводит к резким и краткосрочным движениям цен, повышая риск. С ноября по декабрь 2024 года совокупный открытый интерес вырос на $70 млрд, а саплай стейблов — только на $30 млрд, указывая на доминирование спекулятивной торговли, а не притока новых денег.

📝**Что в итоге?**
Текущий рынок характеризуется множеством мелких циклов, короткими вспышками внимания и повышенным риском из-за сильного плеча. Возможно, ситуация изменится с дальнейшим созреванием рынка и приходом институционального капитала. А может, фрагментация и дальше будет усиливаться. Главное — сохранять адаптивность и способность отличать временный хайп от долгосрочных возможностей.

Будьте внимательны и осторожны, не забывайте фиксировать прибыль (если нет прибыли, фиксируйте убытки) и сохраняйте критическое мышление. Рефлексивность никуда не исчезла, она просто стала сложнее.

__Понравился пост? Ставьте лайки, подписывайтесь на канал, заходите в чат👇__

🧑‍🚀 [Канал](https://t.me/Gagarin_ICO) | [Чат](https://t.me/Gagarin_talk) | [Обменник](https://t.me/Gagarin_ICO/4204)",,2025-04-16 11:12:26.810232+00,true,false,,,,,false,,Market Commentary,,"[""BTC"",""ETH""]"
5fd11b71-6d56-41a6-9a6d-4a2a66bb837a,SOON,Token Sale/IDO,"The SOON token is listed on KuCoin pre-market.  The price is currently showing a potential 2x increase, but further exchange announcements and potential price corrections are expected.","[""https://www.kucoin.com/ru/pre-market/SOON""]",[],,Complete KYC verification.,Чёрный Одуванчик,https://t.me/c/1409517037/3532,2025-04-16 10:51:20+00,"**Пошли листинги ****$SOON**** на премаркетах:** https://www.kucoin.com/ru/pre-market/SOON

Сейчас рисуется **x2**, но пока только на бумажке.

Ждём анонсы бирж и тд, может быть будет смарт чутка пофиксить.
Главное не забудьте [**пройти KYC**](https://t.me/blacktaraxacum/3469)!",,2025-04-16 10:53:24.69058+00,true,false,,,,,false,,Project Update,false,
0b68a458-aa87-427a-8221-5c7c81d74305,,,Guide on how to participate in reward programs for Pond and Taker protocols.,"[""https://cryptorank.io/ru/ico/pond#funding-rounds"",""https://cryptopond.xyz/agent"",""https://docs.google.com/forms/d/e/1FAIpQLSdenk6029qHpOOCnV0gVEDjdV8UrwiclGlM7qJYAK0NLp25Aw/viewform?pli=1"",""https://cryptopond.xyz/points"",""https://cryptorank.io/ru/ico/taker-protocol"",""https://sowing.taker.xyz/detail/6?start=3C25F7KJ""]",,,,CapyCrypto,https://t.me/c/1731045293/1472,2025-04-16 10:44:06+00,"**Выполняем сразу 2 награждаемые активности от Pond и Taker**

**1. Pond **[**(7.5млн$, backed by CoinBase Ventur + Delphi Ventures)**](https://cryptorank.io/ru/ico/pond#funding-rounds)

** ****📖**** Что нужно делать?**
🟦Переходим [**по ссылке**](https://cryptopond.xyz/agent)
🟦Логинимся через почту и выбираем агента
🟦Начинаем задавать вопросы/общаться
🟦Далее заполняем данную [**форму**](https://docs.google.com/forms/d/e/1FAIpQLSdenk6029qHpOOCnV0gVEDjdV8UrwiclGlM7qJYAK0NLp25Aw/viewform?pli=1) + проходим регистрацию на [**сайте**](https://cryptopond.xyz/points) и заполняем профиль для получения поинтов

Проект на early-этапе, но уже успел ввести систему поинтов, поэтому фармим в обязательном порядке (на лайте можем добавить к отработке остальных ИИшек), а также не забудьте оставить [**фидбэк**](https://cryptopond.xyz/points?tab=feedback).

**2. Taker **[**(3млн$, backed by Electric Capital + The Spartan Group)**](https://cryptorank.io/ru/ico/taker-protocol)

** ****📖**** Что нужно делать?**
🟦Переходим [**по ссылке**](https://sowing.taker.xyz/detail/6?start=3C25F7KJ)
🟦Коннектим кошелек
🟦Выполняем все доступные [**задания**](https://sowing.taker.xyz/detail/6?start=3C25F7KJ) и клеймим нфт
🟦Фармим поинты и не забываем чекиниться

Проект подтвердил дроп в виде токенов TAKER, TGE уже близится, поэтому обязательно участвуем в данной кампании и лутаем награды. LFG ;)

**CapyCrypto | **[**Подписаться**](https://t.me/capycryptos)** | **[**Чат**](https://t.me/capycryptochat)** | **[**Админ**](https://t.me/olejk_2k)** |**",,2025-04-16 11:12:19.327273+00,true,false,,,,,false,,Guide/Tutorial,,
38983e8b-39c6-444e-ba3a-b5e7a1d98fdc,,,"Guide on how to participate in reward programs for Pond and Taker projects, involving completing tasks and filling out forms to earn points.","[""https://cryptorank.io/ru/ico/pond#funding-rounds"",""https://cryptopond.xyz/agent"",""https://docs.google.com/forms/d/e/1FAIpQLSdenk6029qHpOOCnV0gVEDjdV8UrwiclGlM7qJYAK0NLp25Aw/viewform?pli=1"",""https://cryptopond.xyz/points"",""https://cryptorank.io/ru/ico/taker-protocol"",""https://sowing.taker.xyz/detail/6?start=3C25F7KJ""]",,,,CapyCrypto,https://t.me/c/1731045293/1472,2025-04-16 10:44:06+00,"**Выполняем сразу 2 награждаемые активности от Pond и Taker**

**1. Pond **[**(7.5млн$, backed by CoinBase Ventur + Delphi Ventures)**](https://cryptorank.io/ru/ico/pond#funding-rounds)

** ****📖**** Что нужно делать?**
🟦Переходим [**по ссылке**](https://cryptopond.xyz/agent)
🟦Логинимся через почту и выбираем агента
🟦Начинаем задавать вопросы/общаться
🟦Далее заполняем данную [**форму**](https://docs.google.com/forms/d/e/1FAIpQLSdenk6029qHpOOCnV0gVEDjdV8UrwiclGlM7qJYAK0NLp25Aw/viewform?pli=1) + проходим регистрацию на [**сайте**](https://cryptopond.xyz/points) и заполняем профиль для получения поинтов

Проект на early-этапе, но уже успел ввести систему поинтов, поэтому фармим в обязательном порядке (на лайте можем добавить к отработке остальных ИИшек), а также не забудьте оставить [**фидбэк**](https://cryptopond.xyz/points?tab=feedback).

**2. Taker **[**(3млн$, backed by Electric Capital + The Spartan Group)**](https://cryptorank.io/ru/ico/taker-protocol)

** ****📖**** Что нужно делать?**
🟦Переходим [**по ссылке**](https://sowing.taker.xyz/detail/6?start=3C25F7KJ)
🟦Коннектим кошелек
🟦Выполняем все доступные [**задания**](https://sowing.taker.xyz/detail/6?start=3C25F7KJ) и клеймим нфт
🟦Фармим поинты и не забываем чекиниться

Проект подтвердил дроп в виде токенов TAKER, TGE уже близится, поэтому обязательно участвуем в данной кампании и лутаем награды. LFG ;)

**CapyCrypto | **[**Подписаться**](https://t.me/capycryptos)** | **[**Чат**](https://t.me/capycryptochat)** | **[**Админ**](https://t.me/olejk_2k)** |**",,2025-04-16 10:53:21.007646+00,true,false,,,,,false,,Guide/Tutorial,,
dfea6840-55a4-4f45-8608-2726af3f5d8f,Pond,Quest/Task,[Pond]: Pond launched Pond Agent Chat for testing AI agents and introduced a points system for completing tasks and providing feedback.,"[""https://cryptopond.xyz/agent"",""https://cryptopond.xyz/points?tab=feedback"",""https://cryptopond.xyz/points?tab=idea"",""https://doc.cryptopond.xyz/docs/pond-model-factory-tutorial"",""https://docs.google.com/forms/d/e/1FAIpQLSdenk6029qHpOOCnV0gVEDjdV8UrwiclGlM7qJYAK0NLp25Aw/viewform?pli=1"",""https://www.linkedin.com/company/pondgnn/people/"",""https://x.com/PondGNN/status/1912109940375994687""]",[],,"Register on the platform, fill out the Early Access form, choose an agent, ask questions, complete profile, complete points tasks, provide feedback, and explore ideas.",whitelist1,https://t.me/c/1448621840/5948,2025-04-16 10:04:30+00,"**Pond — перспективный AI**[** **](https://img2.teletype.in/files/d4/27/d427c328-111b-4a9f-9f06-3f452ef67b9e.png)**проект на горизонте ****🚀****

**[Pond](https://x.com/PondGNN) **—** разрабатывает поисковую систему для пользователей на основе данных о сети.

Проект [привлек инвестиции](https://cryptorank.io/price/pond) на сумму $7.5 млн от Coinbase Ventures, Delphi Ventures и других. 
[Moni Score](https://discover.getmoni.io/PondGNN?ref=WHITELIST)**:** 2014

Вчера проект запустил [Pond Agent Chat](https://x.com/PondGNN/status/1912109940375994687), в котором сможем тестировать новые AI агенты, также действует система поинтов. 

**Затраты:** 0;
**Время выполнения: **от 10 до 20 минут.

**Для участия: **
👍Регистрируемся на [платформе](https://cryptopond.xyz/agent) (через почту); 
👍Далее заполняем форму на [Early Access](https://docs.google.com/forms/d/e/1FAIpQLSdenk6029qHpOOCnV0gVEDjdV8UrwiclGlM7qJYAK0NLp25Aw/viewform?pli=1);
👍После получения доступа выбираем агента и задаем вопросы;
👍Заполняем профиль (получим 30 поинтов); 
👍Выполняем задания и фармим поинты в разделе ""[Points Tasks](https://cryptopond.xyz/points?tab=idea)"".

Отдельное внимание стоит уделить на [Feedback](https://cryptopond.xyz/points?tab=feedback) (50 поинтов) и [идеи](https://cryptopond.xyz/points?tab=idea) (до 15 поинтов) | [Руководство от команды](https://doc.cryptopond.xyz/docs/pond-model-factory-tutorial).

С командой проекта знакомимся на [Linkedin](https://www.linkedin.com/company/pondgnn/people/), ранее участвовали в AI проектах: TigerGraph, Yuga Labs, WeChat.

Будем благодарны за поддержку [поста](https://x.com/Whitelist1Media/status/1912179745527075295) в [Twitter](https://x.com/Whitelist1Media) (некоторые посты выходят раньше). 

[**Whitelist**](https://t.me/whitelist1) | [Chat](https://t.me/whitelistchat) | [Media links](https://whitelist1.media/ru)","{""identified_projects"": [{""summary"": ""Pond launched Pond Agent Chat for testing AI agents and introduced a points system for completing tasks and providing feedback."", ""deadline"": null, ""key_links"": [""https://x.com/PondGNN/status/1912109940375994687"", ""https://cryptopond.xyz/agent"", ""https://docs.google.com/forms/d/e/1FAIpQLSdenk6029qHpOOCnV0gVEDjdV8UrwiclGlM7qJYAK0NLp25Aw/viewform?pli=1"", ""https://cryptopond.xyz/points?tab=idea"", ""https://cryptopond.xyz/points?tab=feedback"", ""https://doc.cryptopond.xyz/docs/pond-model-factory-tutorial"", ""https://www.linkedin.com/company/pondgnn/people/""], ""project_name"": ""Pond"", ""activity_type"": ""Quest/Task"", ""referral_links"": [], ""is_node_opportunity"": false, ""required_actions_summary"": ""Register on the platform, fill out the Early Access form, choose an agent, ask questions, complete profile, complete points tasks, provide feedback, and explore ideas.""}]}",2025-04-16 10:05:17.932887+00,false,false,,,,Pond,false,,,,
2725e6fd-cf2a-4862-b13b-c83994327d63,"AX1, Towns","Airdrop, General Update","[Towns]: Towns announced its token ($TOWNS) with a 1 billion token airdrop, planned for April 2025, based on community activity within the Towns platform.
[AX1]: AX1, a project closely related to Towns, hinted at a potential snapshot for the Towns airdrop.","[""https://x.com/TownsProtocol/status/1912174278604411383"",""https://x.com/TownsProtocol/status/1912174406560039230""]",[],"April 2025 (potential snapshot around 00:00 MSK), Around 00:00 MSK (unconfirmed)","Participate in Towns activities such as subscribing to cities, creating cities, daily check-ins, and donations to accumulate points.",cryptoforto,https://t.me/c/1254398467/2337,2025-04-16 10:03:45+00,"**В апреле мы станем богаче?** 🗿

Похоже, что новый претендент на лайфчендж уже на подходе — и, конечно же, речь про [**Towns**](https://x.com/TownsProtocol/status/1912174278604411383). Вчера команда официально подтвердила токен $TOWNS. **В этом посте постараюсь разложить всё по полочкам, чтобы вы ничего не пропустили**


🖤Напомню, что с самых первых дней я активно фармлю [**Towns**](https://t.me/cryptoforto/1134) и регулярно оповещаю о всех событиях, связанных с проектом. Основной фарминг заключался в наборе поинтов за подписку на города, создание собственного города, ежедневные чек-ины, донаты


🖤**Детали токеномики Towns**
🟣Общий саплай токенов $TOWNS — **10млрд.**
🟣На коммунити выделили — **5.7млрд.**
*Из них на первый аирдроп выделили — **1млрд.**
🟣На команду **Towns** выделили — **3.5млрд**
🟣А также нодерам и делегаторам выделили — **800M**


🖤**Когда TGE?**
🖤Официальная дата дропа пока не объявлена, но команда подтвердила, что это произойдёт в **Q2 2025 года**. Однако уже есть слитый [**скриншот**](https://prnt.sc/3GLIQT-fNBF8) роадмапы **Towns**, на котором чётко указано, что дроп запланирован на **апрель 2025 года**. Кроме того, в период с мая по август разработчики планируют внедрить утилити для токена и запустить вознаграждаемый стейкинг


🖤**Что по цене?**
🖤Помните, я ранее [**сообщал**](https://t.me/cryptoforto/2333) о сейле? Так вот, появились подробности. Сейл будет на платформе [**echo.xyz**](https://echo.xyz/) при поддержке известного фонда **Coinbase Ventures**. Оценка проекта составляет $250M **FDV**, что соответствует цене $0.025 за **1** токен $TOWNS. Общая сумма раунда — $1.1M, **с условиями: 6-месячный клифф и 18 месяцев вестинга**. Теперь у нас есть конкретная отправная точка — оценка $250 млн FDV, от которой можно отталкиваться при запуске токена (**TGE**)


🖤**Был ли снепшот?**
🖤Официальной информации пока нет, но команда [**AX1**](https://x.com/ax1vc) — ребята, которые тесно связаны с проектом **Towns**, — сообщили, что возможный снепшот может состояться сегодня в **00:00 МСК** (**или около того** +-). Подчеркну, **что это не подтверждено официально, но такая вероятность действительно есть, так что лучше быть наготове**


🖤**Мое мнение по поводу снепшота**
🖤Продолжаю склоняться к тому, что в проекте были эпохи, и в каждую из них могли делать отдельный снепшот активностей. Либо же всё-таки поинты действительно будут единственным критерием для определения размера аллокации $TOWNS, а все остальные активности — **это скорее механизм смягчения условий вестинга**. Такой сценарий вполне реален, и, возможно, именно так всё и будет устроено


🖤**Основные критерия дропа (мое предположения)**
🟣Количество нафармленных поинтов
🟣Количество чек-инов (**гладить бобра**)
🟣Количество активных дней
🟣Подписка на оф. города от [**Towns**](https://x.com/TownsProtocol/status/1912174406560039230)
🟣Количество сделанных донатов
🟣Количество собранных донатов в вашем **Towns**
🟣Количество активных пользователей в вашем **Towns** + отзывы


🖤Сейчас уже не имеет смысла создавать аккаунт с нуля и надеяться, что получится запрыгнуть в последний вагон. А вот те, у кого уже есть какая-то активность в **Towns**, возможно, ещё успеют проявить себя — но лучше не переусердствовать, возможно и реально поздновато. [**Но опция с +20 000 поинтов еще рабочая**](https://t.me/cryptoforto/2243)

😶 [CryptoFortochka](https://t.me/cryptoforto)  l  [Chat](https://t.me/+5M-mOEH4gb42NDky)  l  [Navigation](https://t.me/cryptoforto/1796)  l  [Youtube](https://www.youtube.com/@cryptoforto)  l  [Retroactive](http://www.cryptoforto.top/)","{""identified_projects"": [{""summary"": ""Towns announced its token ($TOWNS) with a 1 billion token airdrop, planned for April 2025, based on community activity within the Towns platform."", ""deadline"": ""April 2025 (potential snapshot around 00:00 MSK)"", ""key_links"": [""https://x.com/TownsProtocol/status/1912174278604411383"", ""https://x.com/TownsProtocol/status/1912174406560039230""], ""project_name"": ""Towns"", ""activity_type"": ""Airdrop"", ""referral_links"": [], ""is_node_opportunity"": false, ""required_actions_summary"": ""Participate in Towns activities such as subscribing to cities, creating cities, daily check-ins, and donations to accumulate points.""}, {""summary"": ""AX1, a project closely related to Towns, hinted at a potential snapshot for the Towns airdrop."", ""deadline"": ""Around 00:00 MSK (unconfirmed)"", ""key_links"": [], ""project_name"": ""AX1"", ""activity_type"": ""General Update"", ""referral_links"": [], ""is_node_opportunity"": false, ""required_actions_summary"": null}]}",2025-04-16 10:05:02.98041+00,false,false,,,,"AX1, Towns",false,,,,
